Summary,Status,Assignee,Assignee (Email Address),Modified Time,Created Time,Due Date,Task Type,Object URL,Profile Name
Renewal task for Site apptest triggered due to workspace inactivity,Waiting for confirmation (Task escalated),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2026-01-24 21:50:46,2026-01-10 21:50:25,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/SARD_apptest,ADB - SharePoint Site Renewal
Renewal task for Site Test_RyanAdmin triggered due to workspace inactivity,Waiting for confirmation (Task escalated),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2026-01-11 19:23:55,2025-12-28 19:23:35,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_Test_TRA_Admin,ADB - SharePoint Site Renewal
Renewal task for Site CSD_HotfixR11 triggered due to workspace inactivity,Waiting for confirmation (Task escalated),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2026-02-09 10:44:56,2025-12-26 10:44:32,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_HotfixR11,ADB - SharePoint Site Renewal
Renewal task for Site Demo -623 triggered due to workspace inactivity,Canceled,Admin ADB,Admin@7rkd12.onmicrosoft.com,2026-02-02 16:47:51,2025-12-25 10:43:50,2026-01-25 10:43:50,Renew Site,https://7rkd12.sharepoint.com/sites/org_csd_demo-623,ADB - SharePoint Site Renewal
Renewal task for Site Demo -623 triggered due to workspace inactivity,Canceled,Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2026-02-02 16:47:51,2025-12-25 10:43:50,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/org_csd_demo-623,ADB - SharePoint Site Renewal
Renewal task for Site Test1 triggered due to workspace inactivity,Waiting for confirmation (Task escalated),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2026-02-07 20:42:07,2025-12-24 20:41:33,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/org_csd_test1,ADB - SharePoint Site Renewal
Renewal task for Site Duckyduck_Test_DivSite triggered due to workspace inactivity,Waiting for confirmation (Task escalated),ADBDRM Test01,ADBDRMTest01@7rkd12.onmicrosoft.com,2026-02-07 16:11:58,2025-12-24 16:11:30,2026-01-24 16:11:29,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_Duck_Test,ADB - SharePoint Site Renewal
Scheduled renewal task for Site Policies-Demo,Waiting for confirmation (Task escalated),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2026-01-07 15:22:48,2025-12-24 15:22:29,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/Policies-Demo,ADB - SharePoint Site Renewal
Renewal task for Site Test_Ryan_Division triggered due to workspace inactivity,Waiting for confirmation (Task escalated),Ryan Test,RyanTest@7rkd12.onmicrosoft.com,2026-02-06 19:48:26,2025-12-23 19:48:02,2026-01-23 19:48:01,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_RyanDiv,ADB - SharePoint Site Renewal
Renewal task for Site TestSite03 triggered due to workspace inactivity,Canceled,Admin ADB,Admin@7rkd12.onmicrosoft.com,2026-02-02 16:47:32,2025-12-16 15:13:00,2026-01-16 15:12:59,Renew Site,https://7rkd12.sharepoint.com/sites/org_csd_testsite03,ADB - SharePoint Site Renewal
Renewal task for Site TestSite03 triggered due to workspace inactivity,Canceled,Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2026-02-02 16:47:32,2025-12-16 15:13:00,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/org_csd_testsite03,ADB - SharePoint Site Renewal
Renewal task for Site Whatever triggered due to workspace inactivity,Waiting for confirmation (Task escalated),Leah Test,LeahTest@7rkd12.onmicrosoft.com,2026-01-27 18:30:58,2025-12-13 18:30:27,2026-01-13 18:30:26,Renew Site,https://7rkd12.sharepoint.com/sites/org_csd_whatever,ADB - SharePoint Site Renewal
Renewal task for Site Whatever triggered due to workspace inactivity,Waiting for confirmation (Task escalated),Nigel test,Nigeltest@7rkd12.onmicrosoft.com,2026-01-27 18:30:58,2025-12-13 18:30:27,2026-01-13 18:30:26,Renew Site,https://7rkd12.sharepoint.com/sites/org_csd_whatever,ADB - SharePoint Site Renewal
Renewal task for Site apptest triggered due to workspace inactivity,Waiting for confirmation (Task escalated),Alex Wilber,AlexW@7rkd12.onmicrosoft.com,2026-01-24 21:50:46,2025-12-10 21:50:17,2026-01-10 21:50:17,Renew Site,https://7rkd12.sharepoint.com/sites/SARD_apptest,ADB - SharePoint Site Renewal
Scheduled renewal task for Guest User Bonnie(Admin1),Canceled,Admin ADB,Admin@7rkd12.onmicrosoft.com,2026-06-06 18:20:32,2025-12-08 18:20:35,2025-12-11 18:20:35,Renew Guest User,,DEV-Guest user renew profile
Renewal task for Site TestSite02 triggered due to workspace inactivity,Waiting for confirmation (Task escalated),ADB DRM Guest,,2026-01-19 15:58:34,2025-12-05 15:58:04,2026-01-05 15:58:03,Renew Site,https://7rkd12.sharepoint.com/sites/org_csd_testsite02,ADB - SharePoint Site Renewal
Renewal task for Site TestSite02 triggered due to workspace inactivity,Waiting for confirmation (Task escalated),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2026-01-19 15:58:34,2025-12-05 15:58:04,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/org_csd_testsite02,ADB - SharePoint Site Renewal
Renewal task for Site Wednesday-People triggered due to workspace inactivity,Waiting for confirmation (Task escalated),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2025-12-16 19:20:05,2025-12-02 19:19:47,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_Wednesday-People,ADB - SharePoint Site Renewal
Renewal task for Site Ada Test triggered due to workspace inactivity,Waiting for confirmation (Task escalated),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2026-01-12 10:36:10,2025-11-29 10:35:47,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_AdaTest,ADB - SharePoint Site Renewal
Renewal task for Site Test_RyanAdmin triggered due to workspace inactivity,Waiting for confirmation (Task escalated),ADBDRM Test03,,2026-01-11 19:23:55,2025-11-28 19:23:24,2025-12-28 19:23:23,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_Test_TRA_Admin,ADB - SharePoint Site Renewal
Renewal task for Site ADB DRM Demo Test People Site triggered due to workspace inactivity,Waiting for confirmation (Task escalated),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2025-12-10 11:21:09,2025-11-26 11:20:50,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_DemoPeopleSite,ADB - SharePoint Site Renewal
Renewal task for Site CSD_Demo People triggered due to workspace inactivity,Waiting for confirmation (Task escalated),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2026-01-09 11:18:09,2025-11-26 11:17:42,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_DemoPeople,ADB - SharePoint Site Renewal
Scheduled renewal task for Guest User xiangyu.liu,Canceled,Admin ADB,Admin@7rkd12.onmicrosoft.com,2026-05-25 10:49:30,2025-11-26 10:49:31,2025-11-29 10:49:31,Renew Guest User,,DEV-Guest user renew profile
Renewal task for Site ADB DRM Demo Test Admin Site triggered due to workspace inactivity,Waiting for confirmation (Task escalated),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2025-12-08 12:36:18,2025-11-24 12:36:03,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_DemoAdminSite,ADB - SharePoint Site Renewal
"ワークスペースの非アクティブによってトリガーされた サイト コレクション ""Test_Angee_People"" の内容変更タスク",Waiting for confirmation (Task escalated),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2025-11-26 03:51:13,2025-11-12 03:50:50,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_TAP,ADB - SharePoint Site Renewal
"ワークスペースの非アクティブによってトリガーされた サイト コレクション ""Test_Ryan_People"" の内容変更タスク",Waiting for confirmation (Task escalated),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2025-11-25 17:13:51,2025-11-11 17:13:33,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_RyanPeople,ADB - SharePoint Site Renewal
"ワークスペースの非アクティブによってトリガーされた サイト コレクション ""DRM-DIVSITE-Jas"" の内容変更タスク",Waiting for confirmation (Task escalated),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2025-11-22 15:50:54,2025-11-08 15:50:31,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_DivSiteJas,ADB - SharePoint Site Renewal
"ワークスペースの非アクティブによってトリガーされた サイト コレクション ""IT Governance and Compliance"" の内容変更タスク",Waiting for confirmation (Task escalated),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2025-11-22 14:18:11,2025-11-08 14:17:34,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_IT_Gov-Compl,ADB - SharePoint Site Renewal
"ワークスペースの非アクティブによってトリガーされた サイト コレクション ""ADB DRM Demo Test Division Site"" の内容変更タスク",Waiting for confirmation (Task escalated),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2025-11-17 18:57:23,2025-11-03 18:57:01,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_DemoDivisionSite,ADB - SharePoint Site Renewal
"ワークスペースの非アクティブによってトリガーされた サイト コレクション ""CSD_DemoPeopleSite01"" の内容変更タスク",Waiting for confirmation (Task escalated),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2025-12-16 19:11:42,2025-11-02 19:10:58,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_DemoPeopleSite01,ADB - SharePoint Site Renewal
"ワークスペースの非アクティブによってトリガーされた サイト コレクション ""CSD_Site01"" の内容変更タスク",Canceled,Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2025-12-02 19:07:52,2025-11-02 19:07:50,2025-12-02 19:07:49,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_SiteA01,ADB - SharePoint Site Renewal
"Microsoft Team ""BonnieTeam2"" のスケジュール内容変更タスク",Waiting for confirmation,Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2025-11-15 17:54:42,2025-11-01 17:54:33,9999-12-31 23:59:59,Renew Microsoft Team,https://7rkd12.sharepoint.com/sites/BonnieTeam2,Teams Renewal
"Microsoft Team ""BonnieTeam1"" のスケジュール内容変更タスク",Waiting for confirmation,Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2025-11-15 16:34:20,2025-11-01 16:34:13,9999-12-31 23:59:59,Renew Microsoft Team,https://7rkd12.sharepoint.com/sites/BonnieTeam1,Teams Renewal
Shared Channel1,Waiting for confirmation (Task overdue),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2025-11-15 16:34:11,2025-11-01 16:34:11,2025-11-15 16:34:11,Renew Shared Channel,https://7rkd12.sharepoint.com/sites/BonnieTeam1-SharedChannel1,Teams Renewal
Private Channel1,Waiting for confirmation (Task overdue),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2025-11-15 16:34:11,2025-11-01 16:34:10,2025-11-15 16:34:10,Renew Private Channel,https://7rkd12.sharepoint.com/sites/BonnieTeam1-PrivateChannel1,Teams Renewal
"ワークスペースの非アクティブによってトリガーされた サイト コレクション ""IT Operations"" の内容変更タスク",Waiting for confirmation (Task escalated),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2025-11-10 22:33:21,2025-10-27 22:32:55,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_ITOp_1,ADB - SharePoint Site Renewal
Renewal task for Site ADB DRM Demo Test People Site triggered due to workspace inactivity,Waiting for confirmation (Task escalated),ADBDRM Test07,,2025-12-10 11:21:09,2025-10-26 11:20:44,2025-11-26 11:20:43,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_DemoPeopleSite,ADB - SharePoint Site Renewal
"ワークスペースの非アクティブによってトリガーされた サイト コレクション ""Blank Site Template"" の内容変更タスク",Canceled,Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2026-02-05 12:16:04,2025-10-25 23:57:25,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/BlankSiteTemplate,ADB - SharePoint Site Renewal
"ワークスペースの非アクティブによってトリガーされた サイト コレクション "" ADB DRM Demo Test Admin Site 02"" の内容変更タスク",Waiting for confirmation (Task escalated),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2025-11-07 20:14:45,2025-10-24 20:14:21,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_DemoAdminSite02,ADB - SharePoint Site Renewal
Renewal task for Site ADB DRM Demo Test Admin Site triggered due to workspace inactivity,Waiting for confirmation (Task escalated),ADBDRM Test01,ADBDRMTest01@7rkd12.onmicrosoft.com,2025-12-08 12:36:18,2025-10-24 12:35:58,2025-11-24 12:35:57,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_DemoAdminSite,ADB - SharePoint Site Renewal
"ワークスペースの非アクティブによってトリガーされた サイト コレクション "" ADB DRM Demo Test People Site 02"" の内容変更タスク",Waiting for confirmation (Task escalated),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2025-11-06 16:29:52,2025-10-23 16:29:34,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_DemoPeopleSite02,ADB - SharePoint Site Renewal
Tâche de renouvellement pour Collection de sites CSD AdminSite Jas déclenchée en raison de l'inactivité de l'espace de travail,Waiting for confirmation (Task escalated),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2025-11-04 16:59:13,2025-10-21 16:58:50,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_DRM_AdminSite_JP,ADB - SharePoint Site Renewal
Renewal task for Site RyanTest250301 triggered due to workspace inactivity,Waiting for confirmation (Task escalated),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2025-11-01 15:40:23,2025-10-18 15:40:06,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_RyanTest250301,ADB - SharePoint Site Renewal
Renewal task for Site test01 triggered due to workspace inactivity,Canceled,Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2026-02-02 17:07:16,2025-10-17 16:51:33,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_test01,ADB - SharePoint Site Renewal
Renewal task for Site UAT-Empty triggered due to workspace inactivity,Waiting for confirmation (Task escalated),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2025-10-30 19:10:48,2025-10-16 19:10:32,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_UAT-Empty,ADB - SharePoint Site Renewal
Renewal task for Site UATTEST1 triggered due to workspace inactivity,Waiting for confirmation (Task escalated),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2025-10-30 19:10:28,2025-10-16 19:10:04,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_UATTEST1,ADB - SharePoint Site Renewal
Renewal task for Site Test_Angee_People triggered due to workspace inactivity,Waiting for confirmation (Task escalated),ADBDRM Test04,ADBDRMTest04@7rkd12.onmicrosoft.com,2025-11-26 03:51:13,2025-10-12 03:50:45,2025-11-12 03:50:45,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_TAP,ADB - SharePoint Site Renewal
Renewal task for Site Test_Ryan_People triggered due to workspace inactivity,Waiting for confirmation (Task escalated),Ryan Test,RyanTest@7rkd12.onmicrosoft.com,2025-11-25 17:13:51,2025-10-11 17:13:26,2025-11-11 17:13:25,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_RyanPeople,ADB - SharePoint Site Renewal
Renewal task for Site DRM-DIVSITE-Jas triggered due to workspace inactivity,Waiting for confirmation (Task escalated),ADBDRM Test05,ADBDRMTest05@7rkd12.onmicrosoft.com,2025-11-22 15:50:54,2025-10-08 15:50:27,2025-11-08 15:50:26,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_DivSiteJas,ADB - SharePoint Site Renewal
Renewal task for Site IT Governance and Compliance triggered due to workspace inactivity,Waiting for confirmation (Task escalated),ADB DRM Guest,,2025-11-22 14:18:11,2025-10-08 14:17:25,2025-11-08 14:17:25,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_IT_Gov-Compl,ADB - SharePoint Site Renewal
Renewal task for Site CSD_qjlu_ada13 triggered due to workspace inactivity,Waiting for confirmation (Task escalated),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2025-11-21 16:23:09,2025-10-07 16:22:34,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_qjlu_ada13,ADB - SharePoint Site Renewal
Renewal task for Site CSD_qjlu_ada12 triggered due to workspace inactivity,Waiting for confirmation (Task escalated),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2025-11-21 14:59:18,2025-10-07 14:58:50,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_qjlu_ada12,ADB - SharePoint Site Renewal
Renewal task for Site UATTEST triggered due to workspace inactivity,Waiting for confirmation (Task escalated),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2025-11-21 13:08:45,2025-10-07 13:08:15,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_ada06,ADB - SharePoint Site Renewal
Renewal task for Site ADB DRM Demo Test Division Site triggered due to workspace inactivity,Waiting for confirmation (Task escalated),Ryan Test,RyanTest@7rkd12.onmicrosoft.com,2025-11-17 18:57:23,2025-10-03 18:56:56,2025-11-03 18:56:55,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_DemoDivisionSite,ADB - SharePoint Site Renewal
Renewal task for Site Deploy CSD_UATTEST_2 triggered due to workspace inactivity,Waiting for confirmation (Task escalated),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2025-11-16 16:09:46,2025-10-02 16:09:20,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_DeployCSD_UATTEST_2,ADB - SharePoint Site Renewal
Scheduled renewal task for Security group GAOTEST,Waiting for confirmation,Admin ADB,Admin@7rkd12.onmicrosoft.com,2025-10-03 16:47:01,2025-10-01 16:47:00,9999-12-31 23:59:59,Renew Security Group,,Group Renewal
Scheduled renewal task for Guest User test,Canceled,Admin ADB,Admin@7rkd12.onmicrosoft.com,2026-03-27 20:14:06,2025-09-28 20:14:08,2025-10-01 20:14:08,Renew Guest User,,DEV-Guest user renew profile
Renewal task for Site IT Operations triggered due to workspace inactivity,Waiting for confirmation (Task escalated),ADB DRM Guest,,2025-11-10 22:33:21,2025-09-27 22:32:51,2025-10-27 22:32:50,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_ITOp_1,ADB - SharePoint Site Renewal
Renewal task for Site  ADB DRM Demo Test Admin Site 02 triggered due to workspace inactivity,Waiting for confirmation (Task escalated),ADBDRM Test06,ADBDRMTest06@7rkd12.onmicrosoft.com,2025-11-07 20:14:45,2025-09-24 20:14:16,2025-10-24 20:14:15,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_DemoAdminSite02,ADB - SharePoint Site Renewal
Renewal task for Site  ADB DRM Demo Test People Site 02 triggered due to workspace inactivity,Waiting for confirmation (Task escalated),ADBDRM Test02,ADBDRMTest02@7rkd12.onmicrosoft.com,2025-11-06 16:29:52,2025-09-23 16:29:27,2025-10-23 16:29:27,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_DemoPeopleSite02,ADB - SharePoint Site Renewal
Scheduled renewal task for Guest User xfpeng,Canceled,Admin ADB,Admin@7rkd12.onmicrosoft.com,2026-03-21 16:27:40,2025-09-22 16:27:41,2025-09-25 16:27:41,Renew Guest User,,DEV-Guest user renew profile
Scheduled renewal task for Guest User Doris Han,Canceled,Admin ADB,Admin@7rkd12.onmicrosoft.com,2026-03-21 16:14:54,2025-09-22 16:15:01,2025-09-25 16:15:01,Renew Guest User,,DEV-Guest user renew profile
Renewal task for Site CSD AdminSite Jas triggered due to workspace inactivity,Waiting for confirmation (Task escalated),ADBDRM Test03,,2025-11-04 16:59:13,2025-09-21 16:58:43,2025-10-21 16:58:42,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_DRM_AdminSite_JP,ADB - SharePoint Site Renewal
Renewal task for Site CSD AdminSite Jas triggered due to workspace inactivity,Waiting for confirmation (Task escalated),ADBDRM Test02,ADBDRMTest02@7rkd12.onmicrosoft.com,2025-11-04 16:59:13,2025-09-21 16:58:43,2025-10-21 16:58:42,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_DRM_AdminSite_JP,ADB - SharePoint Site Renewal
Renewal task for Site RyanTest250301 triggered due to workspace inactivity,Waiting for confirmation (Task escalated),Leah Test,LeahTest@7rkd12.onmicrosoft.com,2025-11-01 15:40:23,2025-09-18 15:40:00,2025-10-18 15:40:00,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_RyanTest250301,ADB - SharePoint Site Renewal
Renewal task for Site test01 triggered due to workspace inactivity,Canceled,Adele Vance,AdeleV@7rkd12.onmicrosoft.com,2026-02-02 17:07:16,2025-09-17 16:51:27,2025-10-17 16:51:26,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_test01,ADB - SharePoint Site Renewal
Renewal task for Site test01 triggered due to workspace inactivity,Canceled,Alex Wilber,AlexW@7rkd12.onmicrosoft.com,2026-02-02 17:07:16,2025-09-17 16:51:27,2025-10-17 16:51:26,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_test01,ADB - SharePoint Site Renewal
Renewal task for Site UAT-Empty triggered due to workspace inactivity,Waiting for confirmation (Task escalated),Alex Wilber,AlexW@7rkd12.onmicrosoft.com,2025-10-30 19:10:48,2025-09-16 19:10:27,2025-10-16 19:10:26,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_UAT-Empty,ADB - SharePoint Site Renewal
Scheduled renewal task for Security group Security group 1,Waiting for confirmation,Admin ADB,Admin@7rkd12.onmicrosoft.com,2025-09-03 20:53:19,2025-09-01 20:53:17,9999-12-31 23:59:59,Renew Security Group,,Group Renewal
Scheduled renewal task for Security group R&D,Waiting for confirmation,Admin ADB,Admin@7rkd12.onmicrosoft.com,2025-09-03 16:10:10,2025-09-01 16:10:02,9999-12-31 23:59:59,Renew Security Group,,Group Renewal
Scheduled renewal task for Site Test Title,Waiting for confirmation (Task escalated),Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2025-08-13 02:56:14,2025-06-30 02:55:40,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/org_csd_asdfa,ADB - SharePoint Site Renewal
Scheduled renewal task for Guest User Bonnie(Admin1),Canceled,Admin ADB,Admin@7rkd12.onmicrosoft.com,2025-12-08 18:20:32,2025-06-11 18:20:33,2025-06-14 18:20:33,Renew Guest User,,DEV-Guest user renew profile
Scheduled renewal task for Site CSDSAMPLE,Canceled,Alex Wilber,AlexW@7rkd12.onmicrosoft.com,2026-03-06 17:29:32,2025-05-04 15:00:20,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/teams/grp_csd_sample,ADB Renewal
Scheduled renewal task for Site test2,Canceled,Alex Wilber,AlexW@7rkd12.onmicrosoft.com,2026-08-10 10:33:25,2025-05-01 22:51:24,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/teams/grp_csd_test2,ADB Renewal
Scheduled renewal task for Guest User test,Canceled,Admin ADB,Admin@7rkd12.onmicrosoft.com,2025-09-28 20:14:07,2025-04-01 20:14:06,2025-04-04 20:14:06,Renew Guest User,,DEV-Guest user renew profile
Renewal task for Site UATTEST1 triggered due to workspace inactivity,Canceled,Admin ADB,Admin@7rkd12.onmicrosoft.com,2025-04-28 15:30:37,2025-03-28 15:30:33,2025-04-28 15:30:32,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_UATTEST1,ADB - SharePoint Site Renewal
Scheduled renewal task for Site UATTEST1,Canceled,Admin ADB,Admin@7rkd12.onmicrosoft.com,2025-03-28 15:30:28,2025-03-27 22:35:19,2025-04-27 22:35:18,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_UATTEST1,ADB - SharePoint Site Renewal
Scheduled renewal task for Site DorisTEST,Completed,Admin ADB,Admin@7rkd12.onmicrosoft.com,2025-03-27 22:33:55,2025-03-27 22:33:01,2025-04-27 22:33:00,Renew Site,https://7rkd12.sharepoint.com/sites/CWRD_DorisTEST,ADB - SharePoint Site Renewal
Scheduled renewal task for Site IT Operations,Canceled,ADB DRM Guest,,2025-03-27 22:32:44,2025-03-27 22:28:11,2025-04-27 22:28:10,Renew Site,https://7rkd12.sharepoint.com/sites/CSD_ITOp_1,ADB - SharePoint Site Renewal
Scheduled renewal task for Guest User xfpeng,Canceled,Admin ADB,Admin@7rkd12.onmicrosoft.com,2025-09-22 16:27:38,2025-03-26 16:27:40,2025-03-29 16:27:40,Renew Guest User,,DEV-Guest user renew profile
Scheduled renewal task for Guest User Doris Han,Canceled,Admin ADB,Admin@7rkd12.onmicrosoft.com,2025-09-22 16:14:55,2025-03-26 16:14:57,2025-03-29 16:14:57,Renew Guest User,,DEV-Guest user renew profile
Renewal task for Site Collection SCDBonnieSC3 triggered due to workspace inactivity,Waiting for confirmation,Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2025-01-29 17:37:25,2025-01-15 17:37:16,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/csd_000002,CSD Site Renewal
Renewal task for Site Collection CSD_DPM triggered due to workspace inactivity,Canceled,Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2026-05-04 16:49:10,2025-01-07 11:39:15,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/csd_000008,CSD Site Renewal
Renewal task for Site Collection CSD_BonnieTest1223-1 triggered due to workspace inactivity,Canceled,Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2026-05-04 16:49:34,2024-12-24 16:51:21,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/csd_000007,CSD Site Renewal
Renewal task for Site Collection SCD BonnisSC4 triggered due to workspace inactivity,Waiting for confirmation,Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2024-12-28 16:59:54,2024-12-14 16:59:46,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/csd_000003,CSD Site Renewal
Renewal task for Site Collection CSD_Test Site 1 triggered due to workspace inactivity,Waiting for confirmation,Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2024-12-20 18:52:07,2024-12-06 18:52:03,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/csd_000005,CSD Site Renewal
Renewal task for Site Collection CSD_TestSite2 triggered due to workspace inactivity,Waiting for confirmation,Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2024-12-20 12:42:13,2024-12-06 12:42:08,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/csd_000006,CSD Site Renewal
Renewal task for Site Collection CSD_DT01 triggered due to workspace inactivity,Waiting for confirmation,Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2024-12-18 15:31:34,2024-12-04 15:31:22,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/csd_000004,CSD Site Renewal
