Report Refresh Date,Site Id,Site URL,Owner Display Name,Is Deleted,Last Activity Date,Site Sensitivity Label Id,External Sharing,Unmanaged Device Policy,Geo Location,File Count,Active File Count,Page View Count,Visited Page Count,Anonymous Link Count,Company Link Count,Secure Link For Guest Count,Secure Link For Member Count,Storage Used (Byte),Storage Allocated (Byte),Root Web Template,Owner Principal Name,Report Period
2026-08-10,2c0013d5-6c89-4b2a-a700-79e86c5c97e2,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1486285,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,2c132093-f421-4a42-9cdf-25bd1595d643,,Admin,False,2026-04-30,,True,None,APC,38,0,0,0,0,0,0,0,4943729,1099511627776,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,2c22325f-e927-4bf9-b453-fbca81746e3f,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1486405,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,2c302c93-6ab9-4c5b-bf79-aab8a6784fa2,,Admin ADB,False,,,True,None,APC,30,0,0,0,0,0,0,0,4958602,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,2c482369-f20a-428e-b0aa-29a64877490d,,displayname073 Owners,True,,,True,None,APC,30,0,0,0,0,0,0,0,4866678,27487790694400,Team Site,alias073@7rkd12.onmicrosoft.com,30
2026-08-10,2c4b99b8-7922-455b-ac09-835342a1640e,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1486896,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,2c7b16d9-d329-423a-b01f-cdf236a7b0d0,,Admin ADB,False,,,True,None,APC,30,0,0,0,0,0,0,0,4939312,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,2c7d10a9-9c94-4759-81f8-73d92491edac,,Admin ADB,True,,,True,None,APC,30,0,0,0,0,0,0,0,4942681,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,2c931beb-3f9f-4826-afda-c5d5b4a16bde,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1486252,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,2ca87750-44c1-4873-9014-1fcce993806b,,Admin ADB,False,2026-07-29,,True,None,APC,30,4,1,1,0,0,0,0,4924324,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,2cef7975-2051-4899-875d-ae042b87d1ec,,Bonnie Test,False,,,True,None,APC,30,0,0,0,0,0,0,0,4961710,42949672960,Team Site,BonnieTest@7rkd12.onmicrosoft.com,30
2026-08-10,2cf8e390-c096-4bd6-8070-25f808d39627,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1486336,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,2d066e93-cf6e-48f7-a3c6-2a6039ae4c1e,,prj_Ada Team Site-141 Owners,True,,,True,None,APC,30,0,0,0,0,0,0,0,4907584,27487790694400,Team Site,prj_adateamsite-141@7rkd12.onmicrosoft.com,30
2026-08-10,2d0996a0-5845-45e8-97b8-b7331bc2a430,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1486176,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,2d484035-ae90-4284-9b2d-797fa12bd036,,Admin ADB,True,,,False,None,APC,0,0,0,0,0,0,0,0,1465333,27487790694400,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,2d869b05-b0d0-475f-81a6-ecfc3e9025b7,,Bonnie Test,False,,,True,None,APC,30,0,0,0,0,0,0,0,4957422,42949672960,Team Site,BonnieTest@7rkd12.onmicrosoft.com,30
2026-08-10,2d8cdd22-edca-4d38-9b82-83fefdbbe427,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1484297,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,2d9520ed-d809-4756-ab73-efb11b4318e2,,Admin ADB,True,,,False,None,APC,0,0,0,0,0,0,0,0,1465462,27487790694400,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,2da119fb-44ca-4071-8a1f-44b69f7afad2,,Bonnie Test,False,,,True,None,APC,30,0,0,0,0,0,0,0,4939538,42949672960,Team Site,BonnieTest@7rkd12.onmicrosoft.com,30
2026-08-10,2e02fe37-a83e-4edd-a011-2ffc4e7341f9,,Admin ADB,False,2026-07-29,,True,None,APC,30,4,1,1,0,0,0,0,4923968,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,2e14d18e-7ed0-4c87-a05f-61b80a53d39d,,prj_Ada Team Site-134 Owners,True,,,True,None,APC,30,0,0,0,0,0,0,0,4907662,27487790694400,Team Site,prj_adateamsite-134@7rkd12.onmicrosoft.com,30
2026-08-10,2e1f0286-7e8c-4786-bff7-fdc53c3172b2,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1486371,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,2e2147c8-a175-472c-865e-730168d45e8a,,Admin ADB,False,2025-07-07,,True,None,APC,14,0,0,0,0,0,0,0,2561313,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,2e2479f6-9c22-46b4-9165-c2e1243de3e6,,Admin ADB,True,,,False,None,APC,0,0,0,0,0,0,0,0,1465417,27487790694400,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,2e430b1c-a8ed-46cf-b60a-a5962e45cd52,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1486965,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,2e5284cd-41f8-4ea3-8e40-8b2a022cbff2,,Leila Test,False,2026-06-10,,True,None,APC,19,0,0,0,0,0,0,0,3911166,1099511627776,Team Site,LeilaTest@7rkd12.onmicrosoft.com,30
2026-08-10,2e686402-f4ef-4de5-9718-8006d7ab314e,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1486301,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,2eb18b3a-b8f4-4643-b913-40651da37c1c,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1486918,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,2ebc4a38-f9c0-49bc-96dd-36ea456c4086,,SharePoint App,False,,,True,None,APC,2,0,0,0,0,0,0,0,2284105,42949672960,Team Site,,30
2026-08-10,2ed6d83d-85ac-452d-b702-efbe8f4ba38b,,Admin ADB,False,,,True,None,APC,30,0,0,0,0,0,0,0,4921740,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,2efcdf12-edf5-466d-8d96-feba72033cbb,,Bonnie Test,False,,,True,None,APC,30,0,0,0,0,0,0,0,4940037,42949672960,Team Site,BonnieTest@7rkd12.onmicrosoft.com,30
2026-08-10,2f4a7346-0685-4aa7-ad02-e8d182c00931,,Bonnie Test,False,,,True,None,APC,30,0,0,0,0,0,0,0,4940342,42949672960,Team Site,BonnieTest@7rkd12.onmicrosoft.com,30
2026-08-10,2f9fb3af-d1de-4349-af81-a58d12440662,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1485923,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,2fb9f1b0-64b5-4c5f-97d6-37bba10aa9d5,,Admin ADB,True,,,False,None,APC,0,0,0,0,0,0,0,0,1465326,27487790694400,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,2fbac986-c145-4431-aee1-a0c1750bcf37,,Admin ADB,True,,,False,None,APC,0,0,0,0,0,0,0,0,1465994,27487790694400,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,2fc1c00c-d6d5-4ead-bce7-02e44aa0ccab,,Bonnie Test,False,,,True,None,APC,30,0,0,0,0,0,0,0,4925587,42949672960,Team Site,BonnieTest@7rkd12.onmicrosoft.com,30
2026-08-10,2fc3397b-d658-4fd0-b7c5-96e140e534f5,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1485928,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,2fcf09cb-5e85-4aba-abd3-d0521efefe5d,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1484191,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,302ccae1-c7d2-44fb-a252-56ce7bee44a1,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1486847,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,305fa958-da6e-4d1e-b9c1-e063e4205ceb,,Admin ADB,False,,,True,None,APC,30,0,0,0,0,0,0,0,4924032,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,30742354-eecc-4a91-8fd1-881935642912,,Admin ADB,False,,,True,None,APC,30,0,0,0,0,0,0,0,4924048,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,307e3cc3-8c0e-49ba-99b2-2d910060a8b8,,Bonnie Test,False,,,True,None,APC,30,0,0,0,0,0,0,0,4935187,42949672960,Team Site,BonnieTest@7rkd12.onmicrosoft.com,30
2026-08-10,3086a404-8d7a-4e7d-b145-13da98a33ef2,,prj_Team Site-731070 Owners,False,,,True,None,APC,30,0,0,0,0,0,0,0,4940831,42949672960,Team Site,prj_teamsite-731070@7rkd12.onmicrosoft.com,30
2026-08-10,30da0366-f5c0-49f6-86b2-13ef990c8b13,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1486959,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,30e72a09-f0aa-4667-b611-810ee334bf81,,Bonnie Test,False,,,True,None,APC,30,0,0,0,0,0,0,0,4940206,42949672960,Team Site,BonnieTest@7rkd12.onmicrosoft.com,30
2026-08-10,30f5d318-81ca-4d4f-b309-f62085c84502,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1486056,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,31510e38-6fae-4970-9003-d9256d26f7ad,,Leila Test,False,2026-06-11,,False,None,APC,1,0,0,0,0,0,0,0,2429270,42949672960,Team Site,LeilaTest@7rkd12.onmicrosoft.com,30
2026-08-10,315f84a6-2697-4a91-968a-220595e95667,,Bonnie Test,False,,,True,None,APC,30,0,0,0,0,0,0,0,4923949,42949672960,Team Site,BonnieTest@7rkd12.onmicrosoft.com,30
2026-08-10,316418ad-e6c8-4b03-bbed-64227ed83a88,,prj_Team Site-731055 Owners,False,,,True,None,APC,30,0,0,0,0,0,0,0,4943673,42949672960,Team Site,prj_teamsite-731055@7rkd12.onmicrosoft.com,30
2026-08-10,316ee246-d3df-4b9a-8bc0-67de7c73309a,,Admin ADB,True,,,False,None,APC,0,0,0,0,0,0,0,0,1485850,27487790694400,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,319d76bb-18b0-4ba7-ad78-175ad0ac54fd,,Admin ADB,True,,,False,None,APC,0,0,0,0,0,0,0,0,1465455,27487790694400,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,31bc99be-999d-4988-a13a-e441dc8a4e2d,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1485860,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,31d05e51-98d7-4200-9fe8-0eb891afba76,,Mihal,False,,,False,None,APC,0,0,0,0,0,0,0,0,1484789,42949672960,Team Site,Mihal@7rkd12.onmicrosoft.com,30
2026-08-10,320a3fb1-5e29-4e58-8487-34ac4c598b68,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1486428,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,3229c1e6-eaac-40e6-a99f-234a2a5c11dc,,Admin ADB,True,,,True,None,APC,30,0,0,0,0,0,0,0,4942933,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,32808d55-583d-4033-a4aa-113a3afa6faf,,prj_MihalGroupsite-012 Owners,False,,,True,None,APC,30,0,0,0,0,0,0,0,4941395,42949672960,Team Site,prj_mihalgroupsite-012@7rkd12.onmicrosoft.com,30
2026-08-10,32a44946-9f44-4f8c-8338-32d77d7bc697,,Admin ADB,False,,,True,None,APC,30,0,0,0,0,0,0,0,4925019,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,32cd6845-ebf7-43b6-8904-eae02e8fd025,,Admin ADB,True,,,True,None,APC,43,0,0,0,0,0,0,0,23894005,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,32fedb9b-8bd0-4400-9cfc-1fee07523c97,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1486404,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,3360439a-bb81-4cc1-9c63-30db9e5b504d,,prj_Team Site-731010 Owners,False,,,True,None,APC,30,0,0,0,0,0,0,0,4943512,42949672960,Team Site,prj_teamsite-731010@7rkd12.onmicrosoft.com,30
2026-08-10,337d0be4-49fe-46ef-9ed9-18b22c841378,,Admin ADB,False,,,True,None,APC,30,0,0,0,0,0,0,0,4940118,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,33a57928-44ee-47e3-a412-2cc7c8b4de1c,,Admin ADB,True,,,False,None,APC,0,0,0,0,0,0,0,0,1465883,27487790694400,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,33f364f6-cc19-424b-b854-ddc715e59060,,Bonnie Test,False,2026-08-06,,True,None,APC,30,0,1,1,0,0,0,0,4921421,42949672960,Team Site,BonnieTest@7rkd12.onmicrosoft.com,30
2026-08-10,33f6bd4c-9ffa-4e17-bc9c-a8e07a5d4c5e,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1485209,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,34039964-0bd1-4944-84b1-0bd29c6dbb88,,prj_Ada Team Site-112 Owners,True,,,True,None,APC,30,0,0,0,0,0,0,0,4907702,27487790694400,Team Site,prj_adateamsite-112@7rkd12.onmicrosoft.com,30
2026-08-10,34242e82-be61-4b09-9fa7-316865d98d7a,,Bonnie Test,False,,,True,None,APC,30,0,0,0,0,0,0,0,4925418,42949672960,Team Site,BonnieTest@7rkd12.onmicrosoft.com,30
2026-08-10,3461b4e1-d1ff-4cbf-b49b-b3e680e01e6a,,Admin ADB,False,,,True,None,APC,30,0,0,0,0,0,0,0,4923669,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,347073c2-fa04-4b2b-8ea5-8fa59aed41a5,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1486067,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,3470a7b7-580c-46b1-ae36-dfd3a44543f7,,prj_MihalTeamsite 217 Owners,False,,,True,None,APC,1,0,0,0,0,0,0,0,1492700,42949672960,Team Site,prj_mihalteamsite-217@7rkd12.onmicrosoft.com,30
2026-08-10,3489a12a-4e13-4e5a-bd5c-782ad8f6b1e4,,Bonnie Test,False,,,True,None,APC,30,0,0,0,0,0,0,0,4923770,42949672960,Team Site,BonnieTest@7rkd12.onmicrosoft.com,30
2026-08-10,349d0d28-62aa-4717-88b2-659530592707,,Admin ADB,False,,,False,None,APC,29,0,0,0,0,0,0,0,4660463,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,34b0c39e-753e-440b-be6a-714627675e00,,Admin ADB,False,2026-07-29,,True,None,APC,30,4,1,1,0,0,0,0,4924297,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,34eb7ec1-1a8d-419d-aa10-8a89efa0b873,,Bonnie Test,False,,,True,None,APC,30,0,0,0,0,0,0,0,4940534,42949672960,Team Site,BonnieTest@7rkd12.onmicrosoft.com,30
2026-08-10,35042464-b171-46f4-b3f3-d4cb079b3e05,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1485539,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,35052ad5-fc61-4623-8af4-05c5c9c73156,,Admin ADB,False,,,True,None,APC,30,0,0,0,0,0,0,0,4924068,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,35086074-6ba5-4ee1-9b9a-11c37378278a,,prj_Group Site-731071 Owners,False,,,True,None,APC,30,0,0,0,0,0,0,0,4943627,42949672960,Team Site,prj_groupsite-731071@7rkd12.onmicrosoft.com,30
2026-08-10,350a60e6-2521-4b0a-954f-2b7092ec220a,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1486983,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,35372df0-b6a0-4724-801a-6d2e0a524c98,,Admin ADB,True,,,False,None,APC,0,0,0,0,0,0,0,0,1485721,27487790694400,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,35413ff7-ea3c-439a-b767-307a8e9687f9,,Admin ADB,True,,,False,None,APC,0,0,0,0,0,0,0,0,1486274,27487790694400,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,3575add1-a7dc-45a3-8a4e-6e92c11bcd95,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1486284,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,357c24f7-ab58-4fcf-8244-1a3dcd3a4f07,,Admin ADB,True,,,False,None,APC,0,0,0,0,0,0,0,0,1486229,27487790694400,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,3589b32c-5c0a-4a97-b9ef-14ee6b3706b9,,Bonnie Test,False,,,True,None,APC,30,0,0,0,0,0,0,0,4939999,42949672960,Team Site,BonnieTest@7rkd12.onmicrosoft.com,30
2026-08-10,35975a8c-df7b-4bd3-89c7-5b0ced3202d1,,Admin ADB,True,,,False,None,APC,0,0,0,0,0,0,0,0,1465477,27487790694400,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,35ac8ab2-0e78-44e2-989f-d3296d13726e,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1485937,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,35bcaab8-1163-4ef8-a504-0ce2f38371f5,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1486984,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,360d43ce-ba11-49e0-a880-444f4e494123,,Bonnie Test,False,,,True,None,APC,30,0,0,0,0,0,0,0,4924480,42949672960,Team Site,BonnieTest@7rkd12.onmicrosoft.com,30
2026-08-10,3610960c-e8f8-4962-bb03-2cbe28f2a669,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1484285,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,3629a032-0e5c-4d8e-991e-57f02c971a26,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1486999,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,36580fda-524f-48c8-a7a7-0b2b88602766,,displayname171 Owners,True,2026-07-27,,True,None,APC,30,1,1,1,0,0,0,0,4850034,27487790694400,Team Site,alias171@7rkd12.onmicrosoft.com,30
2026-08-10,3666b4eb-e7da-4649-a872-f2ae2a374c93,,Bonnie Test,False,,,True,None,APC,20,0,0,0,0,0,0,0,4488425,42949672960,Team Site,BonnieTest@7rkd12.onmicrosoft.com,30
2026-08-10,367f6931-377c-470f-b3c3-a372935f68ae,,Admin ADB,False,,,True,None,APC,30,0,0,0,0,0,0,0,4906590,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,36974a3a-4cc6-4ef5-9335-706aee871478,,Bonnie Test,False,,,True,None,APC,30,0,0,0,0,0,0,0,4924052,42949672960,Team Site,BonnieTest@7rkd12.onmicrosoft.com,30
2026-08-10,36c17443-41c7-468f-8b69-72c839127f17,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1485892,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,36d67bd6-bcdc-4e54-9e32-6e4efcf3633f,,Bonnie Test,False,,,True,None,APC,30,0,0,0,0,0,0,0,4924858,42949672960,Team Site,BonnieTest@7rkd12.onmicrosoft.com,30
2026-08-10,36f17cab-2200-46e9-afba-e445ed99724c,,prj_Group Site-731041 Owners,False,,,True,None,APC,30,0,0,0,0,0,0,0,4886802,42949672960,Team Site,prj_groupsite-731041@7rkd12.onmicrosoft.com,30
2026-08-10,37064f0b-b8de-461b-bda2-0ff93c09206d,,Bonnie Test,False,,,True,None,APC,30,0,0,0,0,0,0,0,4923975,42949672960,Team Site,BonnieTest@7rkd12.onmicrosoft.com,30
2026-08-10,370c926f-2c1e-40c0-a8ce-e0754537a6bf,,Admin ADB,False,,,True,None,APC,30,0,0,0,0,0,0,0,4924099,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,37149934-22c5-4cf6-a1ad-a6fc7c31fe6f,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1485882,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,372b1cfc-0607-464e-8fc8-ddd93594dbbf,,Admin ADB,True,,,False,None,APC,0,0,0,0,0,0,0,0,1486098,27487790694400,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,37431f5e-e5e9-4579-96e9-e3d990e2bd44,,Bonnie Test,False,,,True,None,APC,30,0,0,0,0,0,0,0,4924397,42949672960,Team Site,BonnieTest@7rkd12.onmicrosoft.com,30
2026-08-10,37459cee-4380-45a1-ae57-5d8dbe0f4a73,,prj_Team Site-731042 Owners,False,,,True,None,APC,30,0,0,0,0,0,0,0,4940961,42949672960,Team Site,prj_teamsite-731042@7rkd12.onmicrosoft.com,30
2026-08-10,375b2f47-21d5-4134-99ae-e7f4119066d3,,Alex Wilber,False,2024-11-18,,True,None,APC,0,0,0,0,0,0,0,0,1723901,42949672960,Team Site,AlexW@7rkd12.onmicrosoft.com,30
2026-08-10,37658eca-5bbf-4bc4-b05f-901a43bfc809,,Admin ADB,True,,,False,None,APC,0,0,0,0,0,0,0,0,1465507,27487790694400,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,376e3a31-0e25-4793-b49e-fac232f25e1e,,Leila Test,False,2026-06-11,,True,None,APC,3,0,0,0,0,0,0,0,2467823,42949672960,Team Site,LeilaTest@7rkd12.onmicrosoft.com,30
2026-08-10,37891b91-c6e2-4dff-be84-4b2ba0b1a8d2,,Admin ADB,False,,,True,None,APC,30,0,0,0,0,0,0,0,4924069,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,378e3c3f-09de-482f-b4df-bc301da73194,,prj_Team Site-731008 Owners,False,,,True,None,APC,30,0,0,0,0,0,0,0,4943585,42949672960,Team Site,prj_teamsite-731008@7rkd12.onmicrosoft.com,30
2026-08-10,37c1b9a1-02a4-4495-a636-a9643ab96231,,Admin ADB,False,,,True,None,APC,30,0,0,0,0,0,0,0,4939805,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,37e644a5-3813-41cb-92ba-aed8d9a6ffda,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1485989,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,37e72e0a-2cf9-4305-b37c-6b8afd9e6ba2,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1485984,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,380fdf8a-6414-4d92-a38b-cb0a2b4fa92f,,prj_MihalTeamsite 186 Owners,False,,,True,None,APC,30,0,0,0,0,0,0,0,4941018,42949672960,Team Site,prj_mihalteamsite-186@7rkd12.onmicrosoft.com,30
2026-08-10,383b294d-1590-4769-9a81-739cd3e742d8,,Leila Test,False,2026-06-10,,True,None,APC,14,0,0,0,0,0,0,0,2449688,1099511627776,Team Site,LeilaTest@7rkd12.onmicrosoft.com,30
2026-08-10,384c645c-7a13-4975-b246-083baafc5dcf,,Admin ADB,False,2025-09-05,,True,None,APC,3,0,0,0,0,0,0,0,2608280,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,384cafb4-7112-4423-9a31-d8611dd8935a,,prj_Team Site-731021 Owners,False,,,True,None,APC,30,0,0,0,0,0,0,0,4943248,42949672960,Team Site,prj_teamsite-731021@7rkd12.onmicrosoft.com,30
2026-08-10,384f21e7-b567-4e07-b74c-bb1205bf0914,,Mihal,False,,,False,None,APC,0,0,0,0,0,0,0,0,1484224,42949672960,Team Site,Mihal@7rkd12.onmicrosoft.com,30
2026-08-10,38646ddf-e1b7-4d44-88a7-15ae281c6ed3,,Leila Test,False,2026-06-11,,True,None,APC,30,0,0,0,0,0,0,0,10657414,42949672960,Team Site,LeilaTest@7rkd12.onmicrosoft.com,30
2026-08-10,38721702-5861-449a-92f0-0642dab92cdf,,Bonnie Test,False,,,True,None,APC,30,0,0,0,0,0,0,0,4940808,42949672960,Team Site,BonnieTest@7rkd12.onmicrosoft.com,30
2026-08-10,387cae09-734b-425d-94a8-7be2586a0096,,Admin ADB,False,,,True,None,APC,30,0,0,0,0,0,0,0,4938525,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,388e172f-9bad-4f6e-8cb5-b548e7339818,,Admin ADB,False,2026-08-04,,True,None,APC,30,0,2,1,0,0,0,0,4924185,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,38945070-2740-458d-add9-d0adb526e60b,,Admin ADB,True,,,False,None,APC,0,0,0,0,0,0,0,0,1465440,27487790694400,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,38b17e0b-9f68-4248-ae76-d81a380e41f7,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1486403,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,38b66db5-c524-4d38-945f-64b093e89905,,Admin ADB,False,,,False,None,APC,0,0,0,0,0,0,0,0,1487000,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,39063c95-84d2-4692-902b-aff31d08c030,,Admin ADB,True,,,False,None,APC,0,0,0,0,0,0,0,0,1465379,27487790694400,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,390681d4-c809-497b-9a03-a44b3b938c96,,Alex Wilber,False,,,True,None,APC,4,0,0,0,0,0,0,0,1660917,42949672960,Team Site,AlexW@7rkd12.onmicrosoft.com,30
2026-08-10,3908d30a-b820-4686-a5ef-911505757ddd,,Leila Test,False,2026-06-10,,True,None,APC,11,0,0,0,0,0,0,0,2825361,42949672960,Team Site,LeilaTest@7rkd12.onmicrosoft.com,30
2026-08-10,39120ad4-9c51-46f8-bb04-d2c2b749f4c9,,prj_Group Site-731093 Owners,False,,,True,None,APC,30,0,0,0,0,0,0,0,4940475,42949672960,Team Site,prj_groupsite-731093@7rkd12.onmicrosoft.com,30
2026-08-10,391e5b8e-8e43-4de9-94e9-85e6998418bc,,Admin ADB,False,,,True,None,APC,30,0,0,0,0,0,0,0,4906368,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
2026-08-10,392016ee-7024-48f7-b376-da1920d1b2c7,,Admin ADB,False,,,True,None,APC,30,0,0,0,0,0,0,0,4924622,42949672960,Team Site,Admin@7rkd12.onmicrosoft.com,30
